ID	TCGA-AA-3660-11A-01R-1723-07	TCGA-AA-3522-11A-01R-A32Z-07	TCGA-AA-3511-11A-01R-1839-07	TCGA-A6-2680-11A-01R-A32Z-07	TCGA-AA-3712-11A-01R-1723-07	TCGA-AZ-6603-11A-02R-1839-07	TCGA-A6-2678-11A-01R-A32Z-07	TCGA-AZ-6599-11A-01R-1774-07	TCGA-AA-3655-11A-01R-1723-07	TCGA-A6-5665-11A-01R-1653-07	TCGA-AA-3527-11A-01R-A32Z-07	TCGA-A6-2686-11A-01R-A32Z-07	TCGA-AA-3496-11A-01R-1839-07	TCGA-AA-3514-11A-01R-A32Z-07	TCGA-A6-5659-11A-01R-1653-07	TCGA-AZ-6600-11A-01R-1774-07	TCGA-AA-3663-11A-01R-1723-07	TCGA-A6-2684-11A-01R-A32Z-07	TCGA-AA-3662-11A-01R-1723-07	TCGA-A6-2675-11A-01R-1723-07	TCGA-A6-2679-11A-01R-A32Z-07	TCGA-A6-5667-11A-01R-1723-07	TCGA-AA-3531-11A-01R-A32Z-07	TCGA-A6-2671-11A-01R-A32Z-07	TCGA-AA-3713-11A-01R-1723-07	TCGA-AA-3520-11A-01R-A32Z-07	TCGA-A6-2682-11A-01R-A32Z-07	TCGA-AZ-6601-11A-01R-1774-07	TCGA-AZ-6605-11A-01R-1839-07	TCGA-A6-5662-11A-01R-1653-07	TCGA-AZ-6598-11A-01R-1774-07	TCGA-AA-3525-11A-01R-A32Z-07	TCGA-AA-3489-11A-01R-1839-07	TCGA-AA-3517-11A-01R-A32Z-07	TCGA-AA-3518-11A-01R-1672-07	TCGA-AA-3697-11A-01R-1723-07	TCGA-AA-3534-11A-01R-A32Z-07	TCGA-A6-2685-11A-01R-A32Z-07	TCGA-A6-2683-11A-01R-A32Z-07	TCGA-CM-6169-01A-11R-1653-07	TCGA-AA-3697-01A-01R-1723-07	TCGA-A6-A56B-01A-31R-A28H-07	TCGA-A6-5659-01A-01R-1653-07	TCGA-AA-3930-01A-01R-1022-07	TCGA-DM-A1DA-01A-11R-A155-07	TCGA-CK-6747-01A-11R-1839-07	TCGA-AA-3851-01A-01R-1022-07	TCGA-D5-5538-01A-01R-1653-07	TCGA-AA-3858-01A-01R-0905-07	TCGA-AA-3833-01A-01R-0905-07	TCGA-AA-3812-01A-01R-0905-07	TCGA-AD-6548-01A-11R-1839-07	TCGA-AM-5820-01A-01R-1653-07	TCGA-CM-5344-01A-21R-1723-07	TCGA-AZ-6603-01A-11R-1839-07	TCGA-D5-6926-01A-11R-1928-07	TCGA-AZ-5407-01A-01R-1723-07	TCGA-AA-3870-01A-01R-1022-07	TCGA-A6-5666-01A-01R-1653-07	TCGA-AA-A01F-01A-01R-A002-07	TCGA-AA-A01S-01A-21R-A083-07	TCGA-AA-3713-01A-21R-1723-07	TCGA-CA-5797-01A-01R-1653-07	TCGA-NH-A5IV-01A-42R-A37K-07	TCGA-D5-6531-01A-11R-1723-07	TCGA-G4-6304-01A-11R-1928-07	TCGA-AA-3548-01A-01R-1873-07	TCGA-AY-4071-01A-01R-1113-07	TCGA-D5-6924-01A-11R-1928-07	TCGA-A6-2681-01A-01R-1410-07	TCGA-A6-2679-01A-02R-1410-07	TCGA-CM-5868-01A-01R-1653-07	TCGA-CM-6167-01A-11R-1653-07	TCGA-G4-6626-01A-11R-1774-07	TCGA-AA-3815-01A-01R-1022-07	TCGA-AA-3869-01A-01R-1022-07	TCGA-AA-3495-01A-01R-1410-07	TCGA-3L-AA1B-01A-11R-A37K-07
ATAD5	0.5224	0.8211	1.0932	0.3372	0.8894	0.7196	0.5117	0.8119	0.4117	0.5107	0.5209	0.5392	0.4915	0.9502	0.7356	0.852	0.4514	0.3535	0.8857	0.4081	0.4894	0.6682	0.3096	0.3106	0.617	0.5594	0.6161	0.845	0.3197	0.467	0.79	0.6682	0.6147	0.451	0.324	0.7169	0.6918	0.912	0.5443	1.5666	2.5776	2.1647	1.7291	2.6309	2.0148	1.1991	1.1074	1.0631	0.9667	0.6376	0.1472	1.913	0.9964	1.593	1.6102	1.6428	1.3085	0.7936	2.1403	1.4579	1.2701	3.9672	1.1315	2.334	1.6188	0.9346	0.619	0.6642	3.1757	0.4645	0.2167	2.0933	1.3635	1.275	1.2002	0.8446	1.3771	1.3251
CD163	3.5728	8.8347	4.5952	4.1474	11.4705	52.0133	34.9099	20.6076	6.7026	6.6882	12.5347	7.9616	16.4512	10.6639	4.5368	2.1712	10.2023	7.0309	18.3863	3.106	16.0097	5.1913	3.0686	4.1365	7.6248	8.9489	6.4884	4.5823	4.3259	5.3428	4.6136	12.1516	11.0062	6.336	8.0012	18.2575	10.1174	5.5262	7.909	16.2292	3.3672	0.9843	1.4337	5.7438	1.3006	1.8564	2.286	12.8077	2.0511	5.1921	2.2326	5.2266	2.4721	0.8592	6.1445	10.5211	1.1306	5.7881	1.8798	0.2055	0.2385	9.4432	1.8318	18.5354	7.014	2.706	1.6788	2.7652	17.5121	5.7538	1.2927	1.5466	6.7182	0.5267	6.3597	5.1409	2.3667	1.8319
DAAM2	1.0142	1.9213	1.8799	2.6378	2.2535	2.9749	4.0811	2.3359	1.4485	1.1221	1.301	1.3766	3.2478	1.1173	1.0398	1.9077	2.3744	1.1624	1.3538	2.6603	1.8809	2.3619	0.8917	1.9344	1.4865	1.6257	1.0482	2.3798	4.0192	2.2676	2.3383	0.8601	2.787	1.4521	1.8763	1.5156	1.7898	1.1171	1.2181	1.3547	0.6352	0.7458	0.555	0.3289	0.1148	0.5091	0.3345	0.4182	0.6112	0.7248	0.9403	0.5723	0.9373	0.7787	0.9839	1.2779	0.3496	0.6264	0.1727	0.0964	0.1623	0.5177	0.7426	0.3886	0.3457	0.0345	0.2912	0.3811	1.3133	0.8376	0.225	0.4171	2.4095	0.24	0.3237	0.3966	0.3807	0.7685
POLQ	0.3878	0.7877	0.9243	0.1481	0.728	0.6754	0.4649	0.9111	0.3158	0.5326	0.4454	0.4998	0.2906	0.8888	0.445	0.6571	0.4117	0.3058	0.3356	0.3267	0.4755	0.6065	0.347	0.2661	0.4861	0.4349	0.5989	0.7989	0.0585	0.4788	0.8294	0.6861	0.3534	0.3435	0.1855	0.7577	0.6312	0.9761	0.5432	0.9066	1.7507	1.9023	1.3893	2.4393	2.0844	1.4503	0.6539	1.4572	0.9482	0.5972	0.1708	2.1444	1.1753	1.2578	1.7596	2.0198	1.0745	0.4504	1.39	0.9032	1.1824	2.6666	1.3378	2.616	1.2087	1.0959	0.5558	0.5462	2.9248	0.5652	0.3761	2.2686	0.8024	3.0641	1.0333	1.2037	1.4913	0.9871
PCDHB4	0.5214	0.468	0.6758	0.4081	0.4088	0.9728	0.8157	0.7028	0.5253	0.3892	0.7388	0.6565	1.5268	0.4082	0.4636	1.0565	1.1244	0.3345	0.6531	1.32	0.8152	0.5944	0.4071	0.7098	0.4331	0.6385	0.4404	0.4286	2.2397	1.0809	1.1074	0.173	0.6397	0.5356	0.6833	0.5979	0.5027	0.4241	0.5752	1.1174	0.1453	0.2749	0.3187	0.1083	0.0504	0.1941	0.2303	0.4218	0.1926	0.2999	0.6106	0.22	0.2581	0.5501	0.4328	0.5332	0.1843	0.4668	0.0601	0.0714	0.0118	0.1946	0.3959	0.0659	0.2191	0	0.1312	0.1235	0.6848	0.2592	0.0806	0.2406	2.7551	0.0975	0.1431	0.1629	0.0904	0.5421
MRC1	3.7902	8.1286	4.7601	6.5868	11.0576	24.111	18.1485	10.6346	5.7389	5.9478	10.2321	7.271	14.6714	6.1943	5.0934	2.0254	10.0535	4.7824	12.0264	3.8784	14.7931	4.788	2.9265	3.6201	8.0803	9.3972	6.9752	3.3952	4.421	5.7258	2.6442	6.6362	7.3689	6.4199	7.9459	12.0874	7.7533	4.649	8.9965	10.6467	2.7773	2.0759	1.067	2.5831	0.6657	0.8163	2.093	17.658	1.5264	3.9997	5.8853	8.4843	0.9552	0.4907	3.5211	5.6744	0.6928	9.8564	0.8085	0.157	0.2845	6.9321	1.4364	5.0046	2.218	0.6721	1.978	2.8456	9.7759	2.3135	0.621	0.8897	5.8562	0.6261	2.7715	2.7915	2.0669	1.4151
TLE4	2.2219	3.775	3.2416	2.107	3.655	3.7089	3.9727	3.8264	2.5392	3.3213	2.9464	2.7888	3.5576	2.4479	3.5062	4.1877	3.5027	2.6748	2.7529	3.2677	3.2612	2.8722	2.6403	2.4647	2.7213	3.4703	4.6737	2.9023	3.9232	3.6222	2.7077	3.6126	2.1893	3.3414	3.6645	3.5371	3.0659	2.709	3.5896	1.7952	0.9495	2.3378	1.0883	1.3599	1.039	1.334	1.9389	2.1479	1.3673	1.5714	2.4471	0.973	1.3823	1.8133	1.8289	1.8912	1.9273	1.9177	1.301	0.5838	0.9343	3.6137	0.7136	1.6329	1.0156	1.2013	1.5244	1.4759	1.2469	1.5614	1.5741	0.6175	3.8752	0.3939	2.8739	2.0286	1.1067	1.7846
DOCK10	1.6967	2.0112	3.2222	0.8894	2.5389	1.5365	2.4066	1.5163	1.5941	1.3546	1.7218	1.1872	1.1598	2.3539	1.6165	1.7454	1.6395	1.2328	2.1287	1.1861	3.252	2.0953	1.0455	0.959	0.9102	2.0598	1.8037	2.2139	0.5372	1.6433	1.3553	3.2207	1.6108	2.4606	1.2536	1.6877	2.1409	2.6123	1.7889	2.4609	0.5792	0.5343	0.5236	0.7854	0.2054	0.6881	0.6384	1.5422	0.42	0.5561	0.355	0.8269	0.4845	0.4742	0.9236	1.0202	0.5358	0.7018	0.1802	0.1395	0.0951	1.4472	0.4609	1.3823	0.7408	0.2535	0.5012	0.7206	1.8697	0.5462	0.4213	0.3651	1.9794	0.2467	0.8926	0.7219	0.4877	1.0266
PLCB4	13.5862	13.5041	8.7768	2.9977	13.7487	7.3348	10.8102	18.607	5.4267	5.649	6.7727	7.4697	8.1695	7.6039	10.7796	8.2951	6.7051	9.2276	9.7456	6.1419	7.9641	9.5608	4.0824	5.8036	5.4166	12.9518	11.7461	7.1202	3.0937	7.3322	10.7025	6.3025	4.6846	7.3779	9.5757	6.3226	11.0419	7.3363	13.5249	6.5618	17.5911	37.9277	126.3155	1.311	3.693	7.4296	44.0414	38.4109	35.9115	6.7537	6.0334	4.3248	23.6023	20.1605	91.5235	48.3588	22.1778	5.6076	18.7575	15.8753	17.1052	9.2639	64.5813	9.384	3.3895	3.7888	19.4104	39.0605	53.8345	48.9631	14.7896	45.5323	9.8784	62.9473	1.9828	27.8935	24.868	74.1651
PCDH7	0.5842	1.1123	1.232	1.0932	1.1153	5.2095	1.6792	1.7829	1.2488	0.9962	1.7874	1.143	3.4935	1.0581	1.3457	1.4947	2.7109	0.4615	1.5175	5.3874	1.7656	1.2444	0.7808	1.4815	0.776	0.8818	1.0309	2.8683	7.5851	3.7974	1.9669	0.5892	2.0151	1.1442	1.2873	1.427	1.032	0.8824	1.0952	2.7557	0.2868	0.8039	0.6014	0.3086	0.1266	0.6518	0.4134	0.6226	0.5547	0.7157	0.7655	0.567	0.7471	1.583	0.9015	1.5321	0.198	0.6664	0.1183	0.3548	0.1059	0.7726	0.7146	0.4519	0.7099	0.0803	0.2581	0.3954	1.4629	0.8356	0.1628	0.8269	3.0269	0.0966	0.2446	0.3833	0.4962	1.1203
PLXNA3	2.2107	2.0175	2.5773	1.0723	4.9509	2.6101	2.6023	2.3558	1.3515	2.2513	2.7685	2.0199	1.7399	1.6711	1.9883	1.2041	2.653	2.1243	3.5592	2.9561	3.0613	4.1001	4.1116	2.9547	0.9243	1.9382	2.791	2.3017	1.8724	2.1574	3.6356	3.6356	1.4156	2.6369	2.4431	1.4893	4.0691	1.7237	1.9892	6.1421	6.3522	13.4543	7.6581	3.3159	7.3464	3.2334	2.7528	7.4612	2.6256	4.1865	9.7932	7.7445	3.6904	4.3438	11.8119	11.3139	2.7473	8.1021	4.4286	8.4144	4.9085	10.4593	3.7461	9.5487	4.8665	3.8786	4.1732	15.8113	12.8295	3.977	5.0177	3.5132	3.5405	5.5797	3.8232	5.2684	3.3397	10.4796
CFH	8.1195	4.7187	8.086	4.6756	8.3738	9.2544	8.3391	11.7823	8.5156	4.4206	5.4469	5.7115	7.3762	6.3931	4.0933	8.8647	7.3474	3.9635	14.6267	9.1163	9.2967	5.1861	4.9527	5.2277	4.761	6.162	5.0432	7.327	3.6451	7.8055	7.2546	5.4113	9.3672	6.1366	5.4686	7.4621	6.7532	5.22	7.8614	9.6606	2.148	2.2905	2.7472	2.5061	0.4789	1.7751	2.2089	3.5175	2.1071	3.0359	2.2796	4.5791	2.3692	3.0857	3.9849	7.1838	1.3585	2.7196	0.927	0.3199	0.2691	3.2718	2.9025	2.1176	2.6093	0.465	1.5987	2.8811	6.5869	3.0751	0.8843	2.4491	15.0977	0.785	2.3752	3.3854	3.3271	4.654
LIFR	1.0336	2.101	2.6151	1.4846	2.417	4.1547	3.2935	2.4854	1.3749	2.575	1.3723	1.9904	8.2955	1.0142	2.5555	2.5177	2.507	0.7648	4.9565	3.5183	2.4342	2.1971	1.0916	2.0258	0.9286	2.3737	1.2375	2.8331	4.3708	3.9728	4.3396	1.2954	1.4933	2.2018	2.971	1.6413	2.1018	1.3498	2.0425	0.797	0.2113	0.1316	0.263	0.2148	0.0158	0.1882	0.1762	0.1981	0.0844	0.2304	0.1384	0.2066	0.1744	0.1057	0.4741	0.1613	0.1995	0.1935	0.0335	0.0715	0.0037	0.4264	0.2886	0.0584	0.1136	0.0074	0.0319	0.232	0.3186	0.1352	0	0.2139	2.1781	0.0286	0.1299	0.4626	0.2028	0.5702
ITGAX	0.9518	0.8413	1.8978	0.439	1.776	1.5486	0.8697	0.5582	0.9158	0.8729	0.8273	0.9651	0.7502	1.1701	1.2347	0.7387	1.343	1.0031	1.7409	0.639	2.2627	1.7536	0.8804	0.4345	0.9667	1.0451	1.5342	0.9757	0.295	1.3375	1.449	3.1667	1.0249	1.4532	0.5296	3.1049	2.0955	0.9329	0.6683	5.8659	2.4729	3.3746	0.5829	3.0302	1.4553	0.568	1.7066	5.8742	1.4092	3.3064	6.682	5.903	0.9558	2.7907	1.6532	6.3098	0.8135	2.9517	0.9197	0.3224	0.2339	5.1523	1.3216	5.4966	3.2692	1.7058	1.2934	2.0133	4.9523	2.6198	1.9079	1.825	3.112	0.5017	4.1487	1.9966	1.0211	1.8818
GPRASP1	0.4252	0.8239	1.502	1.5438	1.092	5.8269	1.606	1.2837	1.2312	0.9579	1.1927	0.9176	5.125	0.4432	1.3312	1.3859	2.6195	0.5657	1.9202	4.7879	0.8706	1.2656	0.7378	1.2377	0.4937	0.7137	0.6116	1.6055	8.4041	4.9852	2.2534	0.7614	2.1822	1.1327	1.2217	1.4297	1.0971	0.991	0.7791	1.3639	0.4887	0.9609	0.8479	0.1721	0.1554	0.369	0.3228	0.2365	0.18	0.4967	0.2361	0.5235	0.5787	0.6904	0.8932	1.2629	0.1506	0.2687	0.2097	0.216	0.0988	0.4152	0.3558	0.3446	0.3579	0.3292	0.384	0.7826	1.621	0.5691	0.0452	0.4344	7.8019	0.2427	0.1765	0.2805	0.1267	1.827
XPO4	1.6809	2.4776	3.3274	1.2769	2.9355	2.7972	2.5326	2.9099	2.1703	2.0445	2.0676	2.388	2.5484	2.2271	2.6027	3.4975	2.6544	1.4281	2.5331	3.2178	2.0403	2.4006	1.2388	1.8703	2.4227	2.423	2.0733	3.632	2.7849	2.3748	2.7423	2.0853	2.0153	1.9943	2.0791	2.4645	2.4404	2.304	2.4236	6.0244	6.5174	7.7192	6.5619	11.1464	7.7072	4.0952	2.0729	5.5163	5.3722	2.1936	0.9006	4.9488	7.6085	4.0241	7.0607	9.1125	3.4062	3.425	5.8057	5.7008	2.2237	5.4473	3.358	4.7267	5.416	3.4656	3.6609	2.9553	5.3336	2.7911	1.0081	5.1898	4.4299	6.1983	3.771	3.813	5.1882	5.1113
ATP1A2	1.1792	1.424	1.4745	6.576	1.5207	19.3644	4.7535	2.4423	9.9025	1.6226	6.038	3.0355	26.8537	0.9275	2.2004	2.2601	16.7882	0.7057	4.3899	20.8922	2.3732	2.9064	2.361	9.6709	1.8276	1.2743	0.6714	4.3284	68.895	17.0191	9.4623	0.4026	7.7069	1.3661	4.5782	3.0089	1.7902	2.3036	0.9928	0.5043	0.0568	0.5081	0.6058	0.0327	0.0127	0.0715	0.0387	0.0518	0.1397	0.2801	0.4581	0.2951	0.2977	0.0982	0.6627	0.2716	0.1253	0.2363	0.0202	0.0259	0.0142	0.1143	0.2524	0.0033	0.0303	0.0142	0.0528	0.0523	0.1954	0.744	0.1462	0.1745	11.6247	0.0037	0	0.0774	0.0364	0.6095
CNTN1	0.5699	0.6528	0.9418	1.3553	0.7203	2.126	1.1001	0.9038	1.254	0.6971	0.8552	0.8087	2.5135	0.1969	0.5859	0.9553	1.784	0.2045	1.3014	2.7326	0.7103	1.1011	0.4575	1.0321	0.5793	0.4345	0.5364	0.9215	3.469	2.385	1.4551	0.2766	1.6905	0.4922	0.8145	0.3199	0.5564	0.656	0.3693	0.2228	0.026	0.0739	0.1354	0.0459	0.0235	0.0289	0.013	0.1038	0.0783	0.1177	0.0642	0.09	0.1102	0.0826	0.1349	0.14	0.0078	0.0577	0.1561	0	0	0.0879	0.0441	0.3652	0.0668	0	0.0592	0.0126	0.3866	0.214	0	0.1271	0.9833	0	0.0727	0.1419	0.023	0.2338
SPECC1	3.5054	4.0094	3.8182	2.3792	4.4533	2.8623	4.6712	5.106	3.2493	3.1499	3.3007	3.2616	2.2537	3.496	3.3399	3.3559	2.2371	3.5813	3.8158	2.2294	3.7696	4.5017	4.5083	3.7718	2.4509	3.9971	4.0867	2.7786	0.7073	2.7358	4.1587	4.7034	2.2933	2.7834	3.1233	4.0829	3.9804	4.003	3.7733	1.1135	1.8918	1.5378	1.4726	1.1792	0.4625	1.7396	2.0472	1.2302	0.8083	2.1783	1.2629	0.9953	0.4177	2.114	1.7126	1.4304	1.5587	1.9016	1.0925	0.3661	1.1478	1.5903	0.4099	3.0872	1.3153	1.3279	0.8598	2.7639	1.3587	1.3019	0.9544	1.1252	1.6628	1.4963	1.0786	0.8219	1.4091	1.2922
NOL6	4.8606	6.3526	9.9412	3.3115	7.5187	8.0424	5.3491	7.3149	5.7027	4.1846	5.4957	5.3824	5.3559	5.9257	4.5306	10.496	6.4995	4.4237	6.1746	9.1109	7.0499	7.4039	3.6115	5.8438	7.3284	6.7797	7.4735	8.2006	4.1234	4.0885	7.2445	5.9554	5.7471	5.3966	5.5518	10.5696	7.3225	6.9435	5.8671	9.6731	17.7276	16.931	16.0723	13.5981	19.6287	11.0132	9.9758	10.6299	23.2743	13.3543	15.1881	12.8945	22.936	18.3854	24.7497	19.459	13.3133	13.914	13.4314	10.2763	24.4472	23.0421	12.3502	23.8399	19.7897	18.9509	13.187	11.2952	15.7329	19.681	14.9984	15.1113	10.4515	28.8771	11.7217	14.9547	11.3079	15.6021
ZEB2	1.8078	1.8078	2.3239	1.2211	2.1672	3.5164	2.1593	3.0839	1.7897	1.3856	1.6158	1.6715	2.6321	1.3174	1.4405	1.737	2.5956	1.2055	2.1431	2.7149	2.0338	1.8852	1.2373	1.37	0.9879	1.6873	1.5537	2.4756	2.3441	2.3082	1.8229	1.6276	2.3569	1.7836	1.6862	2.1525	2.1232	1.5606	1.8486	2.5071	0.5879	0.8014	0.5389	0.7054	0.1868	0.6605	0.511	1.6101	0.5635	0.5921	0.4235	1.1382	0.6848	0.9285	1.1591	1.9344	0.3189	0.8753	0.2648	0.0915	0.0463	0.9534	0.6617	1.0304	0.7254	0.1798	0.3059	0.6032	1.9923	0.6218	0.2703	0.7289	4.056	0.2435	0.6153	0.7073	0.336	1.0943
PDGFRA	5.1334	6.422	6.2105	4.3946	8.7103	9.8228	11.6469	13.1714	5.2482	4.6576	5.4525	5.3567	12.2521	4.4373	5.0128	5.7924	9.0404	2.7457	8.789	10.2169	5.5197	5.5748	3.5971	4.8868	4.0687	5.2747	3.184	6.2111	13.7198	8.9326	7.6132	4.5052	5.4477	4.6615	4.4316	6.3871	7.5581	3.8864	7.7378	7.8607	3.6828	2.5656	3.0309	2.2603	0.3115	3.8905	3.0551	3.1083	2.729	3.1244	1.108	2.6208	0.7786	2.6366	5.856	5.8853	1.6313	1.7753	0.2743	1.0241	0.5341	3.2239	4.7073	0.9474	1.5397	0.0936	2.4344	3.728	5.2176	2.002	0.9802	2.9892	8.981	0.6732	1.2722	2.069	4.3126	9.3885
ADAMTS12	0.1503	0.1903	0.1517	0.2145	0.3012	0.5096	0.1751	0.2524	0.163	0.1804	0.1856	0.1746	0.5751	0.0635	0.1344	0.1647	0.2893	0.0854	0.1208	0.3008	0.158	0.2189	0.0733	0.1901	0.103	0.1	0.1249	0.6055	0.9195	0.2207	0.3059	0.1574	0.2885	0.1124	0.1301	0.1719	0.1613	0.1265	0.1368	4.6128	1.0497	7.2531	2.1424	2.2753	0.8407	2.1596	1.3688	3.3978	2.0153	2.7005	1.9106	4.0638	2.1729	4.627	3.9908	7.984	0.2099	4.6889	0.6034	0.3337	0.4517	1.6579	2.9853	1.655	5.0451	0.3072	1.796	1.4587	5.9587	3.7573	0.8785	2.7823	6.8414	0.959	1.032	1.1666	1.594	1.2714
CTTNBP2	0.7766	0.8408	0.8328	0.4364	1.0325	0.7809	0.944	0.7947	0.7432	0.7674	0.6283	0.7343	0.9368	0.3387	0.7349	0.5077	1.2241	0.483	0.9393	0.6236	0.5914	0.8657	0.3212	0.4919	0.6425	0.7491	0.6996	0.553	1.138	0.8692	0.7327	0.4478	0.7805	0.4753	0.5701	0.5404	0.8073	0.6141	0.7791	8.1498	3.2203	4.8394	6.8739	0.4931	0.4864	1.2878	1.104	1.9725	1.1573	0.268	0.621	1.0024	1.278	1.1095	3.3706	2.3821	3.5849	0.2136	3.9213	2.5175	0.8793	0.2037	6.3479	0.2368	5.5962	1.1226	0.8039	1.1334	6.7373	1.156	0.1981	2.426	1.8326	1.5581	1.1957	2.3831	1.5634	9.2296
SULF1	3.144	1.8439	4.2112	3.4124	2.9542	20.214	3.2594	8.8706	5.1637	2.6174	3.7608	3.5081	18.2026	1.5298	3.0308	4.5534	8.2841	1.3053	5.7792	13.7126	3.5037	2.7651	2.6388	5.5566	2.0636	3.1708	1.8859	8.9381	28.4537	10.9872	5.7598	1.9044	17.071	3.3091	5.1983	7.1123	3.9347	2.9006	2.3938	92.7524	5.9692	29.3202	26.7759	22.2774	4.1459	14.0777	14.5528	50.4079	11.391	22.047	11.3641	44.3072	21.2665	49.4081	19.7693	80.375	2.4849	39.9707	3.2386	1.959	1.2648	15.6348	27.7072	13.8386	34.5081	2.4231	10.1681	14.6788	45.7337	29.1657	3.9286	33.3954	67.2054	5.5604	15.3887	12.7212	11.0379	24.332
NBEAL2	3.3039	6.3027	8.3621	3.0415	7.9145	7.1137	4.3878	9.0333	3.7777	4.6059	5.8448	6.3149	3.0789	5.6402	4.9897	6.518	5.4156	5.2515	6.7572	4.352	8.3781	8.1341	3.2258	3.5385	4.9985	5.4092	6.3798	6.9824	1.4849	3.0894	9.8223	7.9874	3.0996	4.6331	4.2424	8.6461	9.118	6.9017	4.6551	8.3088	11.3857	24.167	8.9772	4.7932	6.6013	10.1303	9.0658	8.7999	18.7935	14.8471	23.567	10.6379	3.1655	9.2143	14.3737	26.0576	10.5316	17.3214	10.1173	17.208	24.7801	17.0832	6.6871	31.762	9.1874	16.5794	15.5071	13.5848	13.9033	17.7942	17.9267	12.066	8.5869	22.5885	10.1992	10.409	7.4093	23.6214
SALL4	0.0417	0.046	0.0867	0.0198	0.0884	0.043	0.0352	0.0326	0.0751	0.0522	0.0293	0.0474	0.0559	0.0136	0.0522	0.0186	0.0722	0.0112	0.0383	0.0174	0.0314	0.0515	0.0163	0.0129	0.0048	0.026	0.033	0.0614	0.019	0.0437	0.0491	0.0422	0.0045	0.0286	0.0213	0.0244	0.0592	0.022	0.0637	3.469	1.031	8.038	1.0735	0.1309	0.0637	0.2966	2.0412	0.7387	0.3556	0.3325	0.3748	0.329	0.0889	3.0497	4.1467	3.5075	0.086	0.3576	0.2818	0.5834	0.4494	0.139	0.8367	0.2931	0.912	0.3794	1.2395	1.7917	1.5551	0.4842	0.186	1.0724	1.3087	1.2178	0.1415	0.7441	0.8344	4.3511
TRPM2	1.1031	2.0716	1.5072	0.6145	1.9939	2.3459	2.136	1.2125	1.0634	1.0635	2.9835	1.4652	1.3535	1.977	1.2645	1.1634	2.2711	1.67	1.5159	0.4758	3.7726	1.7518	0.8497	1.2477	1.7495	1.8368	2.0679	0.8251	0.2916	0.8996	1.0547	3.0256	1.1202	1.6744	1.3652	1.9522	2.5613	1.7175	1.4732	3.8781	6.3692	3.9193	3.1907	4.4894	8.6687	6.5663	6.9063	7.243	10.1699	5.5552	7.1234	0.9474	5.8292	5.695	5.4657	1.1427	4.6194	2.7713	6.3732	5.8976	11.0742	1.255	5.5233	9.131	7.0815	11.4942	11.1186	1.0097	4.9077	1.3793	8.2599	10.228	2.1734	3.2459	1.2509	5.3766	4.3959	3.5459
MYLK	6.5431	8.5021	8.3857	28.1469	9.2124	71.8117	18.5582	9.2383	50.0226	13.2567	23.9717	9.0351	142.6413	10.629	17.118	5.7694	63.3486	5.3901	17.5996	100.5551	6.8375	18.5058	13.4819	35.5751	20.6971	8.0699	7.0507	60.6443	331.5569	89.7949	34.0578	4.1666	115.3217	8.9949	19.732	17.696	6.87	11.9761	7.0681	12.0241	1.8473	3.6592	8.9715	1.6959	0.5093	2.8601	2.1637	3.9675	2.5337	4.2476	4.4503	4.4358	16.6432	6.3259	6.4416	10.649	1.2641	4.397	1.0057	0.5832	0.2946	2.7408	6.6082	1.5134	2.8524	0.2521	2.0394	2.98	7.1497	6.8238	1.0104	3.449	77.3151	1.1001	1.5946	1.7702	2.3334	5.2481
FANCA	0.8462	1.0977	2.4594	0.5441	1.0261	1.3144	0.894	1.6035	0.8635	0.5287	0.748	0.8825	0.6226	1.8988	0.5304	0.9251	0.939	0.8665	0.8965	0.6476	1.3235	1.2675	0.59	0.6832	0.9791	0.849	1.0838	1.1438	0.158	0.6921	1.5713	1.3499	0.9471	0.759	0.5132	1.5823	0.9077	1.3784	0.9138	1.1999	3.177	3.66	2.7796	3.36	4.234	3.5836	1.7605	2.2776	2.4953	2.3285	1.0207	3.2371	2.0703	1.107	3.5046	3.5858	2.1129	1.44	2.6084	2.7449	3.9006	6.4284	2.9896	6.7024	3.646	3.9212	2.4441	1.7964	5.1646	1.8998	1.4969	2.4213	0.9721	3.4913	5.9018	1.8195	1.7905	1.9738
CRACD	4.6627	10.218	8.3619	16.6244	11.0998	3.5514	8.4604	6.6182	4.1499	10.996	7.8406	7.4525	2.8079	8.7591	6.3231	3.9622	4.3875	7.8112	5.1431	6.659	8.2659	13.1353	11.3106	9.8311	3.0098	11.0333	7.1384	4.974	1.0488	4.2955	4.8307	4.7211	3.2486	6.6336	7.5933	5.8996	7.3143	9.6763	7.26	3.3841	1.7167	2.4818	0.8436	1.457	1.3513	1.9959	1.1623	0.8777	0.9638	1.8305	1.1168	1.1659	1.0358	0.6349	1.2126	1.8898	2.6296	3.488	0.7123	1.8844	0.9284	4.3863	3.3666	1.2325	2.7021	0.8947	0.4852	1.6311	2.3132	1.0786	0.2274	0.4264	2.5073	0.5057	0.8882	2.633	1.1647	2.2729
